country,year,value,type
United Kingdom,1995,0.12,energy_intensity
Norway,1995,0.11,energy_intensity
Turkey,1995,0.083,energy_intensity
Kazakhstan,1995,0.375,energy_intensity
Russia,1995,0.342,energy_intensity
Ukraine,1995,0.577,energy_intensity
Uzbekistan,1995,0.786,energy_intensity
Canada,1995,0.24,energy_intensity
United States,1995,0.184,energy_intensity
Argentina,1995,0.104,energy_intensity
Brazil,1995,0.084,energy_intensity
Chile,1995,0.101,energy_intensity
Colombia,1995,0.082,energy_intensity
Mexico,1995,0.107,energy_intensity
Venezuela,1995,0.062,energy_intensity
China,1995,0.318,energy_intensity
India,1995,0.178,energy_intensity
Indonesia,1995,0.104,energy_intensity
Japan,1995,0.113,energy_intensity
Malaysia,1995,0.11,energy_intensity
South Korea,1995,0.194,energy_intensity
Taiwan,1995,0.259,energy_intensity
Thailand,1995,0.104,energy_intensity
Australia,1995,0.161,energy_intensity
New Zealand,1995,0.148,energy_intensity
Algeria,1995,0.084,energy_intensity
Egypt,1995,0.082,energy_intensity
Nigeria,1995,0.233,energy_intensity
South Africa,1995,0.256,energy_intensity
Iran,1995,0.144,energy_intensity
Kuwait,1995,0.107,energy_intensity
Saudi Arabia,1995,0.096,energy_intensity
United Arab Emirates,1995,0.105,energy_intensity
Belgium,1996,0.153,energy_intensity
Czech Rep.,1996,0.187,energy_intensity
France,1996,0.123,energy_intensity
Germany,1996,0.114,energy_intensity
Italy,1996,0.077,energy_intensity
Netherlands,1996,0.13,energy_intensity
Poland,1996,0.219,energy_intensity
Portugal,1996,0.079,energy_intensity
Romania,1996,0.179,energy_intensity
Spain,1996,0.09,energy_intensity
Sweden,1996,0.172,energy_intensity
United Kingdom,1996,0.122,energy_intensity
Norway,1996,0.102,energy_intensity
Turkey,1996,0.084,energy_intensity
Kazakhstan,1996,0.324,energy_intensity
Russia,1996,0.352,energy_intensity
Ukraine,1996,0.589,energy_intensity
Uzbekistan,1996,0.799,energy_intensity
Canada,1996,0.241,energy_intensity
United States,1996,0.181,energy_intensity
Argentina,1996,0.103,energy_intensity
Brazil,1996,0.087,energy_intensity
Chile,1996,0.104,energy_intensity
Colombia,1996,0.082,energy_intensity
Mexico,1996,0.103,energy_intensity
Venezuela,1996,0.066,energy_intensity
China,1996,0.297,energy_intensity
India,1996,0.171,energy_intensity
Indonesia,1996,0.1,energy_intensity
Japan,1996,0.112,energy_intensity
Malaysia,1996,0.11,energy_intensity
South Korea,1996,0.195,energy_intensity
Taiwan,1996,0.257,energy_intensity
Thailand,1996,0.11,energy_intensity
Australia,1996,0.166,energy_intensity
New Zealand,1996,0.147,energy_intensity
Algeria,1996,0.078,energy_intensity
Egypt,1996,0.083,energy_intensity
Nigeria,1996,0.231,energy_intensity
South Africa,1996,0.251,energy_intensity
Iran,1996,0.131,energy_intensity
Kuwait,1996,0.104,energy_intensity
Saudi Arabia,1996,0.1,energy_intensity
United Arab Emirates,1996,0.104,energy_intensity
Belgium,1997,0.147,energy_intensity
Czech Rep.,1997,0.19,energy_intensity
France,1997,0.117,energy_intensity
Germany,1997,0.112,energy_intensity
Italy,1997,0.076,energy_intensity
Netherlands,1997,0.122,energy_intensity
Poland,1997,0.196,energy_intensity
Portugal,1997,0.079,energy_intensity
Romania,1997,0.177,energy_intensity
Spain,1997,0.092,energy_intensity
Sweden,1997,0.163,energy_intensity
United Kingdom,1997,0.115,energy_intensity
Norway,1997,0.103,energy_intensity
Turkey,1997,0.082,energy_intensity
Kazakhstan,1997,0.277,energy_intensity
Russia,1997,0.332,energy_intensity
Ukraine,1997,0.578,energy_intensity
Uzbekistan,1997,0.773,energy_intensity
Canada,1997,0.234,energy_intensity
United States,1997,0.175,energy_intensity
Argentina,1997,0.098,energy_intensity
Brazil,1997,0.088,energy_intensity
Chile,1997,0.109,energy_intensity
Colombia,1997,0.077,energy_intensity
Mexico,1997,0.101,energy_intensity
Venezuela,1997,0.062,energy_intensity
China,1997,0.272,energy_intensity
India,1997,0.171,energy_intensity
Indonesia,1997,0.099,energy_intensity
Japan,1997,0.112,energy_intensity
Malaysia,1997,0.119,energy_intensity
South Korea,1997,0.201,energy_intensity
Taiwan,1997,0.254,energy_intensity
Thailand,1997,0.116,energy_intensity
Australia,1997,0.161,energy_intensity
New Zealand,1997,0.149,energy_intensity
Algeria,1997,0.079,energy_intensity
Egypt,1997,0.082,energy_intensity
Nigeria,1997,0.233,energy_intensity
South Africa,1997,0.251,energy_intensity
Iran,1997,0.144,energy_intensity
Kuwait,1997,0.103,energy_intensity
Saudi Arabia,1997,0.095,energy_intensity
United Arab Emirates,1997,0.102,energy_intensity
Belgium,1998,0.147,energy_intensity
Czech Rep.,1998,0.184,energy_intensity
France,1998,0.117,energy_intensity
Germany,1998,0.109,energy_intensity
Italy,1998,0.077,energy_intensity
Netherlands,1998,0.118,energy_intensity
Poland,1998,0.174,energy_intensity
Portugal,1998,0.082,energy_intensity
Romania,1998,0.165,energy_intensity
Spain,1998,0.093,energy_intensity
Sweden,1998,0.159,energy_intensity
United Kingdom,1998,0.113,energy_intensity
Norway,1998,0.104,energy_intensity
Turkey,1998,0.082,energy_intensity
Kazakhstan,1998,0.281,energy_intensity
Russia,1998,0.342,energy_intensity
Ukraine,1998,0.555,energy_intensity
Uzbekistan,1998,0.823,energy_intensity
Canada,1998,0.224,energy_intensity
United States,1998,0.17,energy_intensity
Argentina,1998,0.098,energy_intensity
Brazil,1998,0.09,energy_intensity
Chile,1998,0.108,energy_intensity
Colombia,1998,0.08,energy_intensity
Mexico,1998,0.1,energy_intensity
Venezuela,1998,0.065,energy_intensity
China,1998,0.253,energy_intensity
India,1998,0.165,energy_intensity
Indonesia,1998,0.111,energy_intensity
Japan,1998,0.111,energy_intensity
Malaysia,1998,0.121,energy_intensity
South Korea,1998,0.194,energy_intensity
Taiwan,1998,0.26,energy_intensity
Thailand,1998,0.117,energy_intensity
Australia,1998,0.158,energy_intensity
New Zealand,1998,0.146,energy_intensity
Algeria,1998,0.078,energy_intensity
Egypt,1998,0.085,energy_intensity
Nigeria,1998,0.228,energy_intensity
South Africa,1998,0.248,energy_intensity
Iran,1998,0.144,energy_intensity
Kuwait,1998,0.113,energy_intensity
Saudi Arabia,1998,0.098,energy_intensity
United Arab Emirates,1998,0.104,energy_intensity
Belgium,1999,0.143,energy_intensity
Czech Rep.,1999,0.17,energy_intensity
France,1999,0.113,energy_intensity
Germany,1999,0.104,energy_intensity
Italy,1999,0.077,energy_intensity
Netherlands,1999,0.11,energy_intensity
Poland,1999,0.162,energy_intensity
Portugal,1999,0.085,energy_intensity
Romania,1999,0.146,energy_intensity
Spain,1999,0.093,energy_intensity
Sweden,1999,0.15,energy_intensity
United Kingdom,1999,0.109,energy_intensity
Norway,1999,0.107,energy_intensity
Turkey,1999,0.083,energy_intensity
Kazakhstan,1999,0.25,energy_intensity
Russia,1999,0.331,energy_intensity
Ukraine,1999,0.553,energy_intensity
Uzbekistan,1999,0.811,energy_intensity
Canada,1999,0.219,energy_intensity
United States,1999,0.166,energy_intensity
Argentina,1999,0.103,energy_intensity
Brazil,1999,0.092,energy_intensity
Chile,1999,0.115,energy_intensity
Colombia,1999,0.075,energy_intensity
Mexico,1999,0.1,energy_intensity
Venezuela,1999,0.066,energy_intensity
China,1999,0.24,energy_intensity
India,1999,0.16,energy_intensity
Indonesia,1999,0.115,energy_intensity
Japan,1999,0.113,energy_intensity
Malaysia,1999,0.116,energy_intensity
South Korea,1999,0.193,energy_intensity
Taiwan,1999,0.256,energy_intensity
Thailand,1999,0.12,energy_intensity
Australia,1999,0.154,energy_intensity
New Zealand,1999,0.144,energy_intensity
Algeria,1999,0.081,energy_intensity
Egypt,1999,0.082,energy_intensity
Nigeria,1999,0.235,energy_intensity
South Africa,1999,0.245,energy_intensity
Iran,1999,0.16,energy_intensity
Kuwait,1999,0.124,energy_intensity
Saudi Arabia,1999,0.104,energy_intensity
United Arab Emirates,1999,0.103,energy_intensity
Belgium,2000,0.139,energy_intensity
Czech Rep.,2000,0.172,energy_intensity
France,2000,0.11,energy_intensity
Germany,2000,0.102,energy_intensity
Italy,2000,0.076,energy_intensity
Netherlands,2000,0.107,energy_intensity
Poland,2000,0.149,energy_intensity
Portugal,2000,0.082,energy_intensity
Romania,2000,0.143,energy_intensity
Spain,2000,0.093,energy_intensity
Sweden,2000,0.135,energy_intensity
United Kingdom,2000,0.106,energy_intensity
Norway,2000,0.103,energy_intensity
Turkey,2000,0.084,energy_intensity
Kazakhstan,2000,0.226,energy_intensity
Russia,2000,0.306,energy_intensity
Ukraine,2000,0.516,energy_intensity
Uzbekistan,2000,0.774,energy_intensity
Canada,2000,0.214,energy_intensity
United States,2000,0.164,energy_intensity
Argentina,2000,0.105,energy_intensity
Brazil,2000,0.088,energy_intensity
Chile,2000,0.11,energy_intensity
Colombia,2000,0.072,energy_intensity
Mexico,2000,0.095,energy_intensity
Venezuela,2000,0.065,energy_intensity
China,2000,0.227,energy_intensity
India,2000,0.158,energy_intensity
Indonesia,2000,0.119,energy_intensity
Japan,2000,0.112,energy_intensity
Malaysia,2000,0.122,energy_intensity
South Korea,2000,0.193,energy_intensity
Taiwan,2000,0.261,energy_intensity
Thailand,2000,0.117,energy_intensity
Australia,2000,0.151,energy_intensity
New Zealand,2000,0.144,energy_intensity
Algeria,2000,0.079,energy_intensity
Egypt,2000,0.074,energy_intensity
Nigeria,2000,0.232,energy_intensity
South Africa,2000,0.235,energy_intensity
Iran,2000,0.147,energy_intensity
Kuwait,2000,0.123,energy_intensity
Saudi Arabia,2000,0.103,energy_intensity
United Arab Emirates,2000,0.091,energy_intensity
Belgium,2001,0.138,energy_intensity
Czech Rep.,2001,0.171,energy_intensity
France,2001,0.11,energy_intensity
Germany,2001,0.103,energy_intensity
Italy,2001,0.075,energy_intensity
Netherlands,2001,0.108,energy_intensity
Poland,2001,0.149,energy_intensity
Portugal,2001,0.081,energy_intensity
Romania,2001,0.137,energy_intensity
Spain,2001,0.092,energy_intensity
Sweden,2001,0.142,energy_intensity
United Kingdom,2001,0.103,energy_intensity
Norway,2001,0.104,energy_intensity
Turkey,2001,0.083,energy_intensity
Kazakhstan,2001,0.193,energy_intensity
Russia,2001,0.294,energy_intensity
Ukraine,2001,0.473,energy_intensity
Uzbekistan,2001,0.748,energy_intensity
Canada,2001,0.207,energy_intensity
United States,2001,0.16,energy_intensity
Argentina,2001,0.104,energy_intensity
Brazil,2001,0.089,energy_intensity
Chile,2001,0.105,energy_intensity
Colombia,2001,0.071,energy_intensity
Mexico,2001,0.098,energy_intensity
Venezuela,2001,0.065,energy_intensity
China,2001,0.217,energy_intensity
India,2001,0.153,energy_intensity
Indonesia,2001,0.118,energy_intensity
Japan,2001,0.11,energy_intensity
Malaysia,2001,0.127,energy_intensity
South Korea,2001,0.188,energy_intensity
Taiwan,2001,0.28,energy_intensity
Thailand,2001,0.117,energy_intensity
Australia,2001,0.145,energy_intensity
New Zealand,2001,0.14,energy_intensity
Algeria,2001,0.077,energy_intensity
Egypt,2001,0.08,energy_intensity
Nigeria,2001,0.233,energy_intensity
South Africa,2001,0.235,energy_intensity
Iran,2001,0.156,energy_intensity
Kuwait,2001,0.13,energy_intensity
Saudi Arabia,2001,0.107,energy_intensity
United Arab Emirates,2001,0.114,energy_intensity
Belgium,2002,0.13,energy_intensity
Czech Rep.,2002,0.17,energy_intensity
France,2002,0.109,energy_intensity
Germany,2002,0.101,energy_intensity
Italy,2002,0.075,energy_intensity
Netherlands,2002,0.108,energy_intensity
Poland,2002,0.143,energy_intensity
Portugal,2002,0.084,energy_intensity
Romania,2002,0.136,energy_intensity
Spain,2002,0.092,energy_intensity
Sweden,2002,0.145,energy_intensity
United Kingdom,2002,0.1,energy_intensity
Norway,2002,0.096,energy_intensity
Turkey,2002,0.082,energy_intensity
Kazakhstan,2002,0.202,energy_intensity
Russia,2002,0.279,energy_intensity
Ukraine,2002,0.455,energy_intensity
Uzbekistan,2002,0.749,energy_intensity
Canada,2002,0.202,energy_intensity
United States,2002,0.159,energy_intensity
Argentina,2002,0.114,energy_intensity
Brazil,2002,0.088,energy_intensity
Chile,2002,0.105,energy_intensity
Colombia,2002,0.068,energy_intensity
Mexico,2002,0.099,energy_intensity
Venezuela,2002,0.078,energy_intensity
China,2002,0.212,energy_intensity
India,2002,0.151,energy_intensity
Indonesia,2002,0.117,energy_intensity
Japan,2002,0.109,energy_intensity
Malaysia,2002,0.124,energy_intensity
South Korea,2002,0.183,energy_intensity
Taiwan,2002,0.281,energy_intensity
Thailand,2002,0.122,energy_intensity
Australia,2002,0.144,energy_intensity
New Zealand,2002,0.134,energy_intensity
Algeria,2002,0.077,energy_intensity
Egypt,2002,0.081,energy_intensity
Nigeria,2002,0.232,energy_intensity
South Africa,2002,0.222,energy_intensity
Iran,2002,0.149,energy_intensity
Kuwait,2002,0.13,energy_intensity
Saudi Arabia,2002,0.122,energy_intensity
United Arab Emirates,2002,0.111,energy_intensity
Belgium,2003,0.134,energy_intensity
Czech Rep.,2003,0.171,energy_intensity
France,2003,0.11,energy_intensity
Germany,2003,0.101,energy_intensity
Italy,2003,0.079,energy_intensity
Netherlands,2003,0.112,energy_intensity
Poland,2003,0.142,energy_intensity
Portugal,2003,0.082,energy_intensity
Romania,2003,0.133,energy_intensity
Spain,2003,0.092,energy_intensity
Sweden,2003,0.139,energy_intensity
United Kingdom,2003,0.098,energy_intensity
Norway,2003,0.103,energy_intensity
Turkey,2003,0.082,energy_intensity
Kazakhstan,2003,0.201,energy_intensity
Russia,2003,0.27,energy_intensity
Ukraine,2003,0.445,energy_intensity
Uzbekistan,2003,0.695,energy_intensity
Canada,2003,0.209,energy_intensity
United States,2003,0.155,energy_intensity
Argentina,2003,0.112,energy_intensity
Brazil,2003,0.089,energy_intensity
Chile,2003,0.102,energy_intensity
Colombia,2003,0.066,energy_intensity
Mexico,2003,0.103,energy_intensity
Venezuela,2003,0.077,energy_intensity
China,2003,0.219,energy_intensity
India,2003,0.144,energy_intensity
Indonesia,2003,0.111,energy_intensity
Japan,2003,0.107,energy_intensity
Malaysia,2003,0.126,energy_intensity
South Korea,2003,0.181,energy_intensity
Taiwan,2003,0.281,energy_intensity
Thailand,2003,0.123,energy_intensity
Australia,2003,0.141,energy_intensity
New Zealand,2003,0.126,energy_intensity
Algeria,2003,0.076,energy_intensity
Egypt,2003,0.081,energy_intensity
Nigeria,2003,0.222,energy_intensity
South Africa,2003,0.231,energy_intensity
Iran,2003,0.142,energy_intensity
Kuwait,2003,0.118,energy_intensity
Saudi Arabia,2003,0.111,energy_intensity
United Arab Emirates,2003,0.1,energy_intensity
Belgium,2004,0.13,energy_intensity
Czech Rep.,2004,0.167,energy_intensity
France,2004,0.109,energy_intensity
Germany,2004,0.1,energy_intensity
Italy,2004,0.078,energy_intensity
Netherlands,2004,0.111,energy_intensity
Poland,2004,0.135,energy_intensity
Portugal,2004,0.083,energy_intensity
Romania,2004,0.12,energy_intensity
Spain,2004,0.094,energy_intensity
Sweden,2004,0.138,energy_intensity
United Kingdom,2004,0.094,energy_intensity
Norway,2004,0.097,energy_intensity
Turkey,2004,0.077,energy_intensity
Kazakhstan,2004,0.216,energy_intensity
Russia,2004,0.253,energy_intensity
Ukraine,2004,0.395,energy_intensity
Uzbekistan,2004,0.636,energy_intensity
Canada,2004,0.208,energy_intensity
United States,2004,0.152,energy_intensity
Argentina,2004,0.112,energy_intensity
Brazil,2004,0.089,energy_intensity
Chile,2004,0.101,energy_intensity
Colombia,2004,0.064,energy_intensity
Mexico,2004,0.1,energy_intensity
Venezuela,2004,0.07,energy_intensity
China,2004,0.227,energy_intensity
India,2004,0.14,energy_intensity
Indonesia,2004,0.113,energy_intensity
Japan,2004,0.108,energy_intensity
Malaysia,2004,0.127,energy_intensity
South Korea,2004,0.178,energy_intensity
Taiwan,2004,0.277,energy_intensity
Thailand,2004,0.125,energy_intensity
Australia,2004,0.137,energy_intensity
New Zealand,2004,0.125,energy_intensity
Algeria,2004,0.073,energy_intensity
Egypt,2004,0.086,energy_intensity
Nigeria,2004,0.171,energy_intensity
South Africa,2004,0.241,energy_intensity
Iran,2004,0.149,energy_intensity
Kuwait,2004,0.114,energy_intensity
Saudi Arabia,2004,0.109,energy_intensity
United Arab Emirates,2004,0.098,energy_intensity
Belgium,2005,0.127,energy_intensity
Czech Rep.,2005,0.155,energy_intensity
France,2005,0.108,energy_intensity
Germany,2005,0.099,energy_intensity
Italy,2005,0.079,energy_intensity
Netherlands,2005,0.107,energy_intensity
Poland,2005,0.133,energy_intensity
Portugal,2005,0.085,energy_intensity
Romania,2005,0.115,energy_intensity
Spain,2005,0.092,energy_intensity
Sweden,2005,0.132,energy_intensity
United Kingdom,2005,0.092,energy_intensity
Norway,2005,0.096,energy_intensity
Turkey,2005,0.074,energy_intensity
Kazakhstan,2005,0.197,energy_intensity
Russia,2005,0.239,energy_intensity
Ukraine,2005,0.393,energy_intensity
Uzbekistan,2005,0.551,energy_intensity
Canada,2005,0.203,energy_intensity
United States,2005,0.148,energy_intensity
Argentina,2005,0.103,energy_intensity
Brazil,2005,0.088,energy_intensity
Chile,2005,0.099,energy_intensity
Colombia,2005,0.063,energy_intensity
Mexico,2005,0.104,energy_intensity
Venezuela,2005,0.063,energy_intensity
China,2005,0.224,energy_intensity
India,2005,0.133,energy_intensity
Indonesia,2005,0.109,energy_intensity
Japan,2005,0.106,energy_intensity
Malaysia,2005,0.131,energy_intensity
South Korea,2005,0.173,energy_intensity
Taiwan,2005,0.269,energy_intensity
Thailand,2005,0.123,energy_intensity
Australia,2005,0.135,energy_intensity
New Zealand,2005,0.118,energy_intensity
Algeria,2005,0.071,energy_intensity
Egypt,2005,0.094,energy_intensity
Nigeria,2005,0.172,energy_intensity
South Africa,2005,0.229,energy_intensity
Iran,2005,0.158,energy_intensity
Kuwait,2005,0.116,energy_intensity
Saudi Arabia,2005,0.106,energy_intensity
United Arab Emirates,2005,0.099,energy_intensity
Belgium,2006,0.123,energy_intensity
Czech Rep.,2006,0.148,energy_intensity
France,2006,0.103,energy_intensity
Germany,2006,0.098,energy_intensity
Italy,2006,0.076,energy_intensity
Netherlands,2006,0.102,energy_intensity
Poland,2006,0.131,energy_intensity
Portugal,2006,0.079,energy_intensity
Romania,2006,0.11,energy_intensity
Spain,2006,0.088,energy_intensity
Sweden,2006,0.122,energy_intensity
United Kingdom,2006,0.088,energy_intensity
Norway,2006,0.095,energy_intensity
Turkey,2006,0.076,energy_intensity
Kazakhstan,2006,0.215,energy_intensity
Russia,2006,0.227,energy_intensity
Ukraine,2006,0.352,energy_intensity
Uzbekistan,2006,0.524,energy_intensity
Canada,2006,0.2,energy_intensity
United States,2006,0.143,energy_intensity
Argentina,2006,0.104,energy_intensity
Brazil,2006,0.088,energy_intensity
Chile,2006,0.097,energy_intensity
Colombia,2006,0.062,energy_intensity
Mexico,2006,0.101,energy_intensity
Venezuela,2006,0.064,energy_intensity
China,2006,0.218,energy_intensity
India,2006,0.128,energy_intensity
Indonesia,2006,0.105,energy_intensity
Japan,2006,0.104,energy_intensity
Malaysia,2006,0.125,energy_intensity
South Korea,2006,0.167,energy_intensity
Taiwan,2006,0.262,energy_intensity
Thailand,2006,0.12,energy_intensity
Australia,2006,0.137,energy_intensity
New Zealand,2006,0.115,energy_intensity
Algeria,2006,0.075,energy_intensity
Egypt,2006,0.093,energy_intensity
Nigeria,2006,0.16,energy_intensity
South Africa,2006,0.215,energy_intensity
Iran,2006,0.156,energy_intensity
Kuwait,2006,0.105,energy_intensity
Saudi Arabia,2006,0.114,energy_intensity
United Arab Emirates,2006,0.093,energy_intensity
Belgium,2007,0.117,energy_intensity
Czech Rep.,2007,0.14,energy_intensity
France,2007,0.1,energy_intensity
Germany,2007,0.09,energy_intensity
Italy,2007,0.075,energy_intensity
Netherlands,2007,0.099,energy_intensity
Poland,2007,0.122,energy_intensity
Portugal,2007,0.078,energy_intensity
Romania,2007,0.103,energy_intensity
Spain,2007,0.086,energy_intensity
Sweden,2007,0.118,energy_intensity
United Kingdom,2007,0.083,energy_intensity
Norway,2007,0.093,energy_intensity
Turkey,2007,0.078,energy_intensity
Kazakhstan,2007,0.212,energy_intensity
Russia,2007,0.21,energy_intensity
Ukraine,2007,0.328,energy_intensity
Uzbekistan,2007,0.474,energy_intensity
Canada,2007,0.198,energy_intensity
United States,2007,0.143,energy_intensity
Argentina,2007,0.097,energy_intensity
Brazil,2007,0.087,energy_intensity
Chile,2007,0.096,energy_intensity
Colombia,2007,0.058,energy_intensity
Mexico,2007,0.098,energy_intensity
Venezuela,2007,0.054,energy_intensity
China,2007,0.205,energy_intensity
India,2007,0.124,energy_intensity
Indonesia,2007,0.099,energy_intensity
Japan,2007,0.102,energy_intensity
Malaysia,2007,0.125,energy_intensity
South Korea,2007,0.165,energy_intensity
Taiwan,2007,0.261,energy_intensity
Thailand,2007,0.118,energy_intensity
Australia,2007,0.136,energy_intensity
New Zealand,2007,0.113,energy_intensity
Algeria,2007,0.078,energy_intensity
Egypt,2007,0.093,energy_intensity
Nigeria,2007,0.155,energy_intensity
South Africa,2007,0.219,energy_intensity
Iran,2007,0.152,energy_intensity
Kuwait,2007,0.102,energy_intensity
Saudi Arabia,2007,0.116,energy_intensity
United Arab Emirates,2007,0.099,energy_intensity
Belgium,2008,0.119,energy_intensity
Czech Rep.,2008,0.134,energy_intensity
France,2008,0.1,energy_intensity
Germany,2008,0.09,energy_intensity
Italy,2008,0.075,energy_intensity
Netherlands,2008,0.096,energy_intensity
Poland,2008,0.119,energy_intensity
Portugal,2008,0.076,energy_intensity
Romania,2008,0.094,energy_intensity
Spain,2008,0.082,energy_intensity
Sweden,2008,0.118,energy_intensity
United Kingdom,2008,0.082,energy_intensity
Norway,2008,0.108,energy_intensity
Turkey,2008,0.076,energy_intensity
Kazakhstan,2008,0.217,energy_intensity
Russia,2008,0.204,energy_intensity
Ukraine,2008,0.313,energy_intensity
Uzbekistan,2008,0.453,energy_intensity
Canada,2008,0.192,energy_intensity
United States,2008,0.14,energy_intensity
Argentina,2008,0.098,energy_intensity
Brazil,2008,0.088,energy_intensity
Chile,2008,0.091,energy_intensity
Colombia,2008,0.059,energy_intensity
Mexico,2008,0.096,energy_intensity
Venezuela,2008,0.058,energy_intensity
China,2008,0.192,energy_intensity
India,2008,0.125,energy_intensity
Indonesia,2008,0.095,energy_intensity
Japan,2008,0.099,energy_intensity
Malaysia,2008,0.126,energy_intensity
South Korea,2008,0.164,energy_intensity
Taiwan,2008,0.249,energy_intensity
Thailand,2008,0.12,energy_intensity
Australia,2008,0.136,energy_intensity
New Zealand,2008,0.116,energy_intensity
Algeria,2008,0.077,energy_intensity
Egypt,2008,0.09,energy_intensity
Nigeria,2008,0.15,energy_intensity
South Africa,2008,0.229,energy_intensity
Iran,2008,0.161,energy_intensity
Kuwait,2008,0.109,energy_intensity
Saudi Arabia,2008,0.121,energy_intensity
United Arab Emirates,2008,0.113,energy_intensity
Belgium,2009,0.117,energy_intensity
Czech Rep.,2009,0.132,energy_intensity
France,2009,0.099,energy_intensity
Germany,2009,0.089,energy_intensity
Italy,2009,0.074,energy_intensity
Netherlands,2009,0.098,energy_intensity
Poland,2009,0.111,energy_intensity
Portugal,2009,0.077,energy_intensity
Romania,2009,0.089,energy_intensity
Spain,2009,0.078,energy_intensity
Sweden,2009,0.114,energy_intensity
United Kingdom,2009,0.081,energy_intensity
Norway,2009,0.107,energy_intensity
Turkey,2009,0.079,energy_intensity
Kazakhstan,2009,0.195,energy_intensity
Russia,2009,0.208,energy_intensity
Ukraine,2009,0.312,energy_intensity
Uzbekistan,2009,0.372,energy_intensity
Canada,2009,0.19,energy_intensity
United States,2009,0.137,energy_intensity
Argentina,2009,0.101,energy_intensity
Brazil,2009,0.085,energy_intensity
Chile,2009,0.09,energy_intensity
Colombia,2009,0.06,energy_intensity
Mexico,2009,0.1,energy_intensity
Venezuela,2009,0.06,energy_intensity
China,2009,0.187,energy_intensity
India,2009,0.127,energy_intensity
Indonesia,2009,0.098,energy_intensity
Japan,2009,0.1,energy_intensity
Malaysia,2009,0.123,energy_intensity
South Korea,2009,0.165,energy_intensity
Taiwan,2009,0.247,energy_intensity
Thailand,2009,0.12,energy_intensity
Australia,2009,0.134,energy_intensity
New Zealand,2009,0.117,energy_intensity
Algeria,2009,0.084,energy_intensity
Egypt,2009,0.088,energy_intensity
Nigeria,2009,0.138,energy_intensity
South Africa,2009,0.228,energy_intensity
Iran,2009,0.157,energy_intensity
Kuwait,2009,0.128,energy_intensity
Saudi Arabia,2009,0.132,energy_intensity
United Arab Emirates,2009,0.129,energy_intensity
Belgium,2010,0.123,energy_intensity
Czech Rep.,2010,0.137,energy_intensity
France,2010,0.1,energy_intensity
Germany,2010,0.09,energy_intensity
Italy,2010,0.074,energy_intensity
Netherlands,2010,0.103,energy_intensity
Poland,2010,0.114,energy_intensity
Portugal,2010,0.073,energy_intensity
Romania,2010,0.091,energy_intensity
Spain,2010,0.078,energy_intensity
Sweden,2010,0.12,energy_intensity
United Kingdom,2010,0.083,energy_intensity
Norway,2010,0.115,energy_intensity
Turkey,2010,0.08,energy_intensity
Kazakhstan,2010,0.198,energy_intensity
Russia,2010,0.212,energy_intensity
Ukraine,2010,0.346,energy_intensity
Uzbekistan,2010,0.335,energy_intensity
Canada,2010,0.187,energy_intensity
United States,2010,0.136,energy_intensity
Argentina,2010,0.096,energy_intensity
Brazil,2010,0.087,energy_intensity
Chile,2010,0.089,energy_intensity
Colombia,2010,0.059,energy_intensity
Mexico,2010,0.093,energy_intensity
Venezuela,2010,0.067,energy_intensity
China,2010,0.187,energy_intensity
India,2010,0.12,energy_intensity
Indonesia,2010,0.097,energy_intensity
Japan,2010,0.101,energy_intensity
Malaysia,2010,0.118,energy_intensity
South Korea,2010,0.169,energy_intensity
Taiwan,2010,0.241,energy_intensity
Thailand,2010,0.122,energy_intensity
Australia,2010,0.132,energy_intensity
New Zealand,2010,0.121,energy_intensity
Algeria,2010,0.08,energy_intensity
Egypt,2010,0.083,energy_intensity
Nigeria,2010,0.138,energy_intensity
South Africa,2010,0.217,energy_intensity
Iran,2010,0.148,energy_intensity
Kuwait,2010,0.134,energy_intensity
Saudi Arabia,2010,0.14,energy_intensity
United Arab Emirates,2010,0.124,energy_intensity
Belgium,2011,0.113,energy_intensity
Czech Rep.,2011,0.13,energy_intensity
France,2011,0.094,energy_intensity
Germany,2011,0.082,energy_intensity
Italy,2011,0.072,energy_intensity
Netherlands,2011,0.094,energy_intensity
Poland,2011,0.11,energy_intensity
Portugal,2011,0.072,energy_intensity
Romania,2011,0.092,energy_intensity
Spain,2011,0.078,energy_intensity
Sweden,2011,0.114,energy_intensity
United Kingdom,2011,0.076,energy_intensity
Norway,2011,0.094,energy_intensity
Turkey,2011,0.076,energy_intensity
Kazakhstan,2011,0.206,energy_intensity
Russia,2011,0.213,energy_intensity
Ukraine,2011,0.314,energy_intensity
Uzbekistan,2011,0.339,energy_intensity
Canada,2011,0.185,energy_intensity
United States,2011,0.133,energy_intensity
Argentina,2011,0.093,energy_intensity
Brazil,2011,0.085,energy_intensity
Chile,2011,0.092,energy_intensity
Colombia,2011,0.055,energy_intensity
Mexico,2011,0.094,energy_intensity
Venezuela,2011,0.06,energy_intensity
China,2011,0.183,energy_intensity
India,2011,0.117,energy_intensity
Indonesia,2011,0.088,energy_intensity
Japan,2011,0.094,energy_intensity
Malaysia,2011,0.116,energy_intensity
South Korea,2011,0.17,energy_intensity
Taiwan,2011,0.228,energy_intensity
Thailand,2011,0.121,energy_intensity
Australia,2011,0.13,energy_intensity
New Zealand,2011,0.118,energy_intensity
Algeria,2011,0.081,energy_intensity
Egypt,2011,0.085,energy_intensity
Nigeria,2011,0.139,energy_intensity
